Mode,Month,Origin Country,Origin Latitude,Origin Longitude,State,Load Port,Species,End Use,Destination Country,Destination Latitude,Destination Longitude,Quantity,Year
Air,Mar,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,170,2016
Air,Mar,Australia,-25.274398,133.775136,NSW,Sydney,Sheep,Breeder,Uruguay,-32.522779,-55.765835,9,2016
Air,Mar,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,92,2016
Air,Mar,Australia,-25.274398,133.775136,WA,Perth,Goats,Slaughter,Malaysia,4.210484,101.975766,67,2016
Air,Mar,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Slaughter,Malaysia,4.210484,101.975766,550,2016
Air,Mar,Australia,-25.274398,133.775136,NSW,Sydney,Sheep,Slaughter,Malaysia,4.210484,101.975766,45,2016
Sea,Mar,Australia,-25.274398,133.775136,VIC,Portland,Cattle,Breeder,China,35.86166,104.195397,"3,629",2016
Sea,Mar,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Malaysia,4.210484,101.975766,"1,214",2016
Sea,Mar,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Malaysia,4.210484,101.975766,"1,123",2016
Sea,Mar,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Slaughter,Vietnam,14.058324,108.277199,"2,549",2016
Sea,Mar,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,799",2016
Air,Mar,Australia,-25.274398,133.775136,WA,Perth,Sheep,Breeder,Malaysia,4.210484,101.975766,80,2016
Air,Mar,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,140,2016
Sea,Mar,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,416",2016
Sea,Mar,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Vietnam,14.058324,108.277199,811,2016
Sea,Mar,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Productive,Indonesia,-0.789275,113.921327,"1,071",2016
Sea,Mar,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,972",2016
Air,Mar,Australia,-25.274398,133.775136,VIC,Melbourne,Sheep,Slaughter,Malaysia,4.210484,101.975766,92,2016
Sea,Mar,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,831",2016
Air,Mar,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,142,2016
Air,Mar,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,150,2016
Sea,Mar,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"29,036",2016
Sea,Mar,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Oman,21.512583,55.923255,"6,000",2016
Sea,Mar,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,23.424076,53.847818,"8,000",2016
Sea,Mar,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Qatar,25.354826,51.183884,"20,000",2016
Sea,Mar,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"3,216",2016
Air,Mar,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,150,2016
Sea,Mar,Australia,-25.274398,133.775136,WA,Wyndham,Cattle,Slaughter,Vietnam,14.058324,108.277199,98,2016
Sea,Mar,Australia,-25.274398,133.775136,WA,Wyndham,Cattle,Feeder,Indonesia,-0.789275,113.921327,"5,026",2016
Air,Mar,Australia,-25.274398,133.775136,WA,Perth,Sheep,Breeder,Malaysia,4.210484,101.975766,40,2016
Sea,Mar,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Vietnam,14.058324,108.277199,"1,952",2016
Sea,Mar,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Breeder,China,35.86166,104.195397,618,2016
Sea,Mar,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"6,845",2016
Sea,Mar,Australia,-25.274398,133.775136,NT,Darwin,Buffalo,Slaughter,Vietnam,14.058324,108.277199,722,2016
Sea,Mar,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Vietnam,14.058324,108.277199,"2,567",2016
Sea,Mar,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,244",2016
Sea,Mar,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Slaughter,Vietnam,14.058324,108.277199,"4,456",2016
Air,Mar,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,140,2016
Air,Apr,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Slaughter,Malaysia,4.210484,101.975766,315,2016
Sea,Apr,Australia,-25.274398,133.775136,WA,Broome,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,125",2016
Sea,Apr,Australia,-25.274398,133.775136,WA,Broome,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,666",2016
Sea,Apr,Australia,-25.274398,133.775136,VIC,Portland,Cattle,Breeder,China,35.86166,104.195397,"5,334",2016
Sea,Apr,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Philippines,12.879721,121.774017,"1,743",2016
Sea,Apr,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,098",2016
Sea,Apr,Australia,-25.274398,133.775136,WA,Broome,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,447",2016
Sea,Apr,Australia,-25.274398,133.775136,QLD,Brisbane,Cattle,Feeder,Japan,36.204824,138.252924,"1,080",2016
Air,Apr,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Slaughter,Malaysia,4.210484,101.975766,800,2016
Air,Apr,Australia,-25.274398,133.775136,NSW,Sydney,Sheep,Slaughter,Malaysia,4.210484,101.975766,100,2016
Air,Apr,Australia,-25.274398,133.775136,WA,Perth,Sheep,Breeder,China,35.86166,104.195397,"1,400",2016
Sea,Apr,Australia,-25.274398,133.775136,WA,Broome,Cattle,Slaughter,Vietnam,14.058324,108.277199,"3,347",2016
Sea,Apr,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"6,033",2016
Air,Apr,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,150,2016
Sea,Apr,Australia,-25.274398,133.775136,SA,Port Adelaide,Cattle,Breeder,China,35.86166,104.195397,"2,890",2016
Air,Apr,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Malaysia,4.210484,101.975766,116,2016
Sea,Apr,Australia,-25.274398,133.775136,WA,Broome,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,901",2016
Air,Apr,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Malaysia,4.210484,101.975766,12,2016
Air,Apr,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Breeder,Philippines,12.879721,121.774017,89,2016
Air,Apr,Australia,-25.274398,133.775136,VIC,Melbourne,Sheep,Breeder,Fiji,-16.578193,179.414413,35,2016
Air,Apr,Australia,-25.274398,133.775136,SA,Adelaide,Alpacas,Breeder,Malaysia,4.210484,101.975766,13,2016
Air,Apr,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,622,2016
Air,Apr,Australia,-25.274398,133.775136,SA,Adelaide,Cattle,Slaughter,Malaysia,4.210484,101.975766,49,2016
Air,Apr,Australia,-25.274398,133.775136,SA,Adelaide,Camels,Breeder,Malaysia,4.210484,101.975766,22,2016
Air,Apr,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,"1,169",2016
Sea,Apr,Australia,-25.274398,133.775136,VIC,Portland,Cattle,Breeder,China,35.86166,104.195397,"3,119",2016
Sea,Apr,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Slaughter,Vietnam,14.058324,108.277199,"3,197",2016
Sea,Apr,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Oman,21.512583,55.923255,"5,000",2016
Sea,Apr,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"29,865",2016
Sea,Apr,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Qatar,25.354826,51.183884,"28,000",2016
Sea,Apr,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Qatar,25.354826,51.183884,150,2016
Air,Apr,Australia,-25.274398,133.775136,VIC,Melbourne,Sheep,Breeder,Fiji,-16.578193,179.414413,28,2016
Sea,Apr,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Breeder,China,35.86166,104.195397,"1,024",2016
Sea,Apr,Australia,-25.274398,133.775136,WA,Broome,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,838",2016
Air,Apr,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,150,2016
Air,Apr,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,United Arab Emirates,23.424076,53.847818,24,2016
Sea,Apr,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,875",2016
Air,Apr,Australia,-25.274398,133.775136,WA,Perth,Goats,Slaughter,Malaysia,4.210484,101.975766,210,2016
Sea,Apr,Australia,-25.274398,133.775136,SA,Port Adelaide,Cattle,Feeder,Israel,31.046051,34.851612,"2,711",2016
Sea,Apr,Australia,-25.274398,133.775136,SA,Port Adelaide,Sheep,Slaughter,Jordan,30.585164,36.238414,"39,320",2016
Air,Apr,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Slaughter,Malaysia,4.210484,101.975766,552,2016
Air,Apr,Australia,-25.274398,133.775136,VIC,Melbourne,Goats,Breeder,Fiji,-16.578193,179.414413,22,2016
Air,Apr,Australia,-25.274398,133.775136,VIC,Melbourne,Sheep,Breeder,Fiji,-16.578193,179.414413,14,2016
Air,Apr,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,"1,324",2016
Air,Apr,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,960,2016
Air,Apr,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,Malaysia,4.210484,101.975766,159,2016
Air,Apr,Australia,-25.274398,133.775136,VIC,Melbourne,Goats,Slaughter,Malaysia,4.210484,101.975766,580,2016
Air,Apr,Australia,-25.274398,133.775136,VIC,Melbourne,Sheep,Slaughter,Malaysia,4.210484,101.975766,580,2016
Air,Apr,Australia,-25.274398,133.775136,WA,Perth,Goats,Slaughter,Malaysia,4.210484,101.975766,210,2016
Air,Apr,Australia,-25.274398,133.775136,VIC,Melbourne,Goats,Breeder,Fiji,-16.578193,179.414413,53,2016
Sea,Apr,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Slaughter,Vietnam,14.058324,108.277199,"2,064",2016
Air,Apr,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,149,2016
Sea,Apr,Australia,-25.274398,133.775136,NT,Darwin,Buffalo,Slaughter,Vietnam,14.058324,108.277199,77,2016
Sea,Apr,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Vietnam,14.058324,108.277199,"1,165",2016
Sea,Apr,Australia,-25.274398,133.775136,WA,Broome,Cattle,Productive,Indonesia,-0.789275,113.921327,"1,000",2016
Sea,Apr,Australia,-25.274398,133.775136,WA,Broome,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,135",2016
Sea,Apr,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Israel,31.046051,34.851612,"7,504",2016
Sea,Apr,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Feeder,Israel,31.046051,34.851612,"17,600",2016
Sea,Apr,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Jordan,30.585164,36.238414,"4,053",2016
Sea,Apr,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,869",2016
Sea,Apr,Australia,-25.274398,133.775136,WA,Broome,Cattle,Slaughter,Malaysia,4.210484,101.975766,"1,637",2016
Sea,Apr,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"6,945",2016
Sea,Apr,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Productive,Indonesia,-0.789275,113.921327,"1,912",2016
Sea,Apr,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Slaughter,Vietnam,14.058324,108.277199,"6,509",2016
Sea,Apr,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Vietnam,14.058324,108.277199,221,2016
Air,Apr,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,168,2016
Sea,Apr,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,839",2016
Air,Apr,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,162,2016
Sea,Apr,Australia,-25.274398,133.775136,WA,Wyndham,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,741",2016
Air,Apr,Australia,-25.274398,133.775136,VIC,Melbourne,Goats,Breeder,Vietnam,14.058324,108.277199,679,2016
Air,Apr,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Slaughter,China,35.86166,104.195397,184,2016
Sea,Apr,Australia,-25.274398,133.775136,WA,Broome,Cattle,Feeder,Philippines,12.879721,121.774017,"2,837",2016
Sea,Apr,Australia,-25.274398,133.775136,WA,Broome,Cattle,Slaughter,Vietnam,14.058324,108.277199,"2,370",2016
Sea,Apr,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Slaughter,Vietnam,14.058324,108.277199,"2,486",2016
Air,Apr,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,150,2016
Sea,Apr,Australia,-25.274398,133.775136,VIC,Portland,Cattle,Breeder,Mexico,23.634501,-102.552784,"6,677",2016
Air,Apr,Australia,-25.274398,133.775136,VIC,Melbourne,Goats,Breeder,United Arab Emirates,23.424076,53.847818,85,2016
Sea,Apr,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Philippines,12.879721,121.774017,"2,901",2016
Sea,Apr,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Philippines,12.879721,121.774017,"2,625",2016
Air,Apr,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,165,2016
Air,Apr,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,120,2016
Air,Apr,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,90,2016
Air,Apr,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Malaysia,4.210484,101.975766,132,2016
Air,Apr,Australia,-25.274398,133.775136,VIC,Melbourne,Alpacas,Breeder,New Zealand,-40.900557,174.885971,10,2016
Sea,Apr,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"22,601",2016
Sea,Apr,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Kuwait,29.31166,47.481766,50,2016
Sea,Apr,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Qatar,25.354826,51.183884,150,2016
Sea,Apr,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Qatar,25.354826,51.183884,"30,000",2016
Sea,Apr,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Oman,21.512583,55.923255,"6,000",2016
Sea,Apr,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,23.424076,53.847818,"9,000",2016
Sea,Apr,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"2,062",2016
Sea,May,Australia,-25.274398,133.775136,WA,Broome,Cattle,Slaughter,Vietnam,14.058324,108.277199,"3,627",2016
Air,May,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,150,2016
Sea,May,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Vietnam,14.058324,108.277199,"2,087",2016
Air,May,Australia,-25.274398,133.775136,WA,Perth,Alpacas,Breeder,Malaysia,4.210484,101.975766,9,2016
Air,May,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,90,2016
Air,May,Australia,-25.274398,133.775136,WA,Perth,Goats,Slaughter,Malaysia,4.210484,101.975766,34,2016
Sea,May,Australia,-25.274398,133.775136,QLD,Brisbane,Cattle,Feeder,Japan,36.204824,138.252924,960,2016
Air,May,Australia,-25.274398,133.775136,NSW,Sydney,Cattle,Breeder,Japan,36.204824,138.252924,3,2016
Air,May,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,Japan,36.204824,138.252924,300,2016
Air,May,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,100,2016
Air,May,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,72,2016
Air,May,Australia,-25.274398,133.775136,VIC,Melbourne,Goats,Breeder,New Zealand,-40.900557,174.885971,7,2016
Air,May,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,140,2016
Sea,May,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,000",2016
Air,May,Australia,-25.274398,133.775136,QLD,Brisbane,Cattle,Breeder,Thailand,15.870032,100.992541,2,2016
Sea,May,Australia,-25.274398,133.775136,NT,Darwin,Buffalo,Slaughter,Vietnam,14.058324,108.277199,182,2016
Sea,May,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Vietnam,14.058324,108.277199,"1,306",2016
Sea,May,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Vietnam,14.058324,108.277199,200,2016
Air,May,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,152,2016
Sea,May,Australia,-25.274398,133.775136,WA,Wyndham,Cattle,Feeder,Indonesia,-0.789275,113.921327,407,2016
Sea,May,Australia,-25.274398,133.775136,WA,Wyndham,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,281",2016
Sea,May,Australia,-25.274398,133.775136,WA,Broome,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,001",2016
Air,May,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,Malaysia,4.210484,101.975766,86,2016
Air,May,Australia,-25.274398,133.775136,VIC,Melbourne,Sheep,Breeder,Malaysia,4.210484,101.975766,7,2016
Air,May,Australia,-25.274398,133.775136,VIC,Melbourne,Sheep,Slaughter,Malaysia,4.210484,101.975766,714,2016
Air,May,Australia,-25.274398,133.775136,VIC,Melbourne,Goats,Slaughter,Malaysia,4.210484,101.975766,846,2016
Sea,May,Australia,-25.274398,133.775136,WA,Broome,Cattle,Feeder,Indonesia,-0.789275,113.921327,"2,862",2016
Sea,May,Australia,-25.274398,133.775136,VIC,Geelong,Cattle,Breeder,China,35.86166,104.195397,"1,220",2016
Sea,May,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Feeder,Indonesia,-0.789275,113.921327,"1,825",2016
Sea,May,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Malaysia,4.210484,101.975766,"1,146",2016
Air,May,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,87,2016
Air,May,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,69,2016
Sea,May,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Slaughter,Vietnam,14.058324,108.277199,"1,650",2016
Air,May,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,149,2016
Sea,May,Australia,-25.274398,133.775136,VIC,Geelong,Cattle,Breeder,China,35.86166,104.195397,"2,594",2016
Sea,May,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Slaughter,Vietnam,14.058324,108.277199,"4,000",2016
Air,May,Australia,-25.274398,133.775136,VIC,Melbourne,Cattle,Breeder,United Arab Emirates,23.424076,53.847818,45,2016
Air,May,Australia,-25.274398,133.775136,VIC,Melbourne,Goats,Breeder,United Arab Emirates,23.424076,53.847818,82,2016
Sea,May,Australia,-25.274398,133.775136,SA,Port Adelaide,Sheep,Slaughter,Kuwait,29.31166,47.481766,"4,745",2016
Sea,May,Australia,-25.274398,133.775136,SA,Port Adelaide,Sheep,Slaughter,Qatar,25.354826,51.183884,"6,000",2016
Sea,May,Australia,-25.274398,133.775136,SA,Port Adelaide,Sheep,Slaughter,Oman,21.512583,55.923255,"7,500",2016
Sea,May,Australia,-25.274398,133.775136,SA,Port Adelaide,Sheep,Slaughter,United Arab Emirates,23.424076,53.847818,"3,130",2016
Sea,May,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Productive,Indonesia,-0.789275,113.921327,272,2016
Sea,May,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,366",2016
Sea,May,Australia,-25.274398,133.775136,VIC,Portland,Cattle,Breeder,China,35.86166,104.195397,"3,996",2016
Air,May,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Slaughter,Malaysia,4.210484,101.975766,490,2016
Air,May,Australia,-25.274398,133.775136,NSW,Sydney,Goats,Breeder,Philippines,12.879721,121.774017,253,2016
Air,May,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,133,2016
Sea,May,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"7,482",2016
Sea,May,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Brunei Darussalam,4.535277,114.727669,"1,099",2016
Sea,May,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Slaughter,Malaysia,4.210484,101.975766,565,2016
Air,May,Australia,-25.274398,133.775136,SA,Adelaide,Goats,Slaughter,Malaysia,4.210484,101.975766,"1,245",2016
Air,May,Australia,-25.274398,133.775136,SA,Adelaide,Sheep,Slaughter,Malaysia,4.210484,101.975766,"1,061",2016
Sea,May,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Slaughter,Vietnam,14.058324,108.277199,"4,310",2016
Sea,May,Australia,-25.274398,133.775136,WA,Wyndham,Cattle,Feeder,Indonesia,-0.789275,113.921327,"4,012",2016
Air,May,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,150,2016
Sea,May,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Oman,21.512583,55.923255,500,2016
Sea,May,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,23.424076,53.847818,"8,000",2016
Sea,May,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Kuwait,29.31166,47.481766,"19,793",2016
Sea,May,Australia,-25.274398,133.775136,WA,Fremantle,Sheep,Slaughter,Qatar,25.354826,51.183884,"24,000",2016
Sea,May,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Kuwait,29.31166,47.481766,50,2016
Sea,May,Australia,-25.274398,133.775136,WA,Fremantle,Cattle,Slaughter,Qatar,25.354826,51.183884,250,2016
Sea,May,Australia,-25.274398,133.775136,QLD,Townsville,Cattle,Feeder,Indonesia,-0.789275,113.921327,"3,858",2016
Sea,May,Australia,-25.274398,133.775136,WA,Broome,Cattle,Feeder,Indonesia,-0.789275,113.921327,"7,131",2016
Sea,May,Australia,-25.274398,133.775136,WA,Broome,Cattle,Slaughter,Malaysia,4.210484,101.975766,"4,155",2016
Sea,May,Australia,-25.274398,133.775136,NT,Darwin,Cattle,Feeder,Indonesia,-0.789275,113.921327,"11,513",2016
Air,May,Australia,-25.274398,133.775136,WA,Perth,Sheep,Slaughter,Malaysia,4.210484,101.975766,130,2016
